site_id,College Degree (%),Ever Married (%),Median Age,Median Income (10k NTD),vote10,vote11,vote12,vote13,vote14,vote15,vote16,vote7,vote8,vote9,Valid Voters
"Puyan, Changhua",0.1858,0.6764,41,51.9,0.790886899918633,0.7221975512275582,0.6212407197684661,0.40675078864353315,0.25104841784216547,0.2712380952380952,0.613592619632309,0.8156489286403706,0.7726917057902973,0.7936776375699233,15541
"Dacheng, Changhua",0.0886,0.7354,46.35,52.9,0.8042910447761195,0.7128637059724349,0.6152677554120775,0.45069637883008357,0.24115633320654242,0.26405353728489483,0.6104615384615385,0.8096284458649621,0.7737492404294106,0.7668477167571918,5006
"Dacun, Changhua",0.1978,0.6603,39.5842,53.5,0.7624544690389465,0.6911117462132038,0.6096616155861911,0.4442499858860724,0.27605537123898866,0.31446540880503143,0.600715137067938,0.8080614203454894,0.7755174243764373,0.7812334334688107,17193
"Erlin, Changhua",0.1596,0.6811,42,55.6,0.774554091184278,0.7106757524134015,0.6194785707586983,0.42962997483456056,0.2678605268144779,0.3053929268408777,0.5920167439079085,0.8104200362691761,0.7673499267935578,0.7748129184718393,20403
"Ershuei, Changhua",0.168,0.6888,46.3382,54.9,0.7774164173279563,0.7200422777117188,0.6561759283644983,0.4862862342389185,0.29692328362219533,0.2889754263461797,0.5786244292237442,0.7795610425240055,0.750140056022409,0.753470294280955,7290
"Fangyuan, Changhua",0.1132,0.7077,44.3386,50.7,0.7891253666240505,0.713182942366784,0.6101426307448494,0.4928608039833053,0.2511408579251597,0.2836846575554011,0.6016266775111834,0.8087497011714081,0.7720790795657105,0.7718754962680642,12549
"Fenyuan, Changhua",0.1653,0.6785,42.2467,50.5,0.7725718510304038,0.708019578313253,0.6113921678845794,0.4439160839160839,0.3084966088922381,0.29035949270525413,0.6045986046968654,0.8085642317380353,0.7708745548080728,0.7728289409705339,10322
"Fusing, Changhua",0.1875,0.6571,39,50.4,0.7734222828204129,0.7084294761647602,0.6316535510044479,0.49427480916030536,0.281907224183364,0.31708410098092915,0.5981636935991606,0.7963614126280385,0.7709697536638603,0.7714108398841539,19623
"Hemei, Changhua",0.2224,0.6507,38.1472,52.6,0.7471603373470482,0.6853590891397431,0.6016967800298281,0.4385532765895178,0.3055009823182711,0.3181907522971844,0.5928328778319839,0.810638616829902,0.7697052429344254,0.782093449496598,40024
"Huatan, Changhua",0.2131,0.6492,39.3824,51.7,0.7690727175272467,0.7106516853932584,0.6420747714311578,0.4434287289264551,0.2931058335254784,0.285688056550078,0.5870124823935111,0.8068246716162193,0.755829770695686,0.7784867387267272,21012
"Lugang, Changhua",0.2051,0.6559,38,52,0.7707419706456438,0.6963502526353587,0.6133384734001542,0.47968706056809757,0.28593359700249793,0.30003126139738445,0.5902289575183959,0.8069805324859134,0.7687449173217674,0.7868253499180614,37447
"Pitou, Changhua",0.1723,0.69,40.9029,54.6,0.7726345520163188,0.6775725998007815,0.6089728636964467,0.44972467375726033,0.28822016059873706,0.30394158291457285,0.6102301374318939,0.7825775085677851,0.7760845024995968,0.7903827440804412,12547
"Shetou, Changhua",0.2001,0.6615,40,52.4,0.7713888475098069,0.7087339743589743,0.5852548391937178,0.46836765144732917,0.28122628623463347,0.299033254036544,0.6076236735124861,0.7989245643968771,0.7687391964800168,0.7812191446240191,19341
"Shengang, Changhua",0.1853,0.6606,37.558,49.7,0.7558579448376861,0.6830337842010994,0.6017458057326812,0.43934365781710916,0.29033056828030207,0.307969439095596,0.6078481826954004,0.8338557993730408,0.7878999936382721,0.7916798581650099,15950
"Tianwei, Changhua",0.1812,0.6629,41,53.2,0.7711702046133804,0.6943025236104661,0.6177998294441429,0.4500227514030032,0.27916343919442294,0.3006063432835821,0.6063726285065673,0.8028224847379688,0.7781046271267292,0.78136,12613
"Tianjhong, Changhua",0.2078,0.6602,41.6825,56.5,0.7772181522181523,0.696741983632714,0.6263201066338563,0.44152016546018613,0.2730925790627283,0.303737580823214,0.5853618511022373,0.806236559139785,0.760998810939358,0.7630671408556956,18600
"Sihu, Changhua",0.2129,0.6537,38,55.6,0.7599297433236198,0.6908863517166256,0.6139144342263094,0.42868522722746644,0.2860712558439465,0.31131159478922243,0.6045412340676964,0.8064462946170967,0.7849484794126236,0.7864617940199335,24262
"Sijhou, Changhua",0.1499,0.6879,42.5978,53.9,0.7809920666720089,0.7013821138211382,0.5971234647705236,0.5017493638676844,0.31250515889393315,0.3131480713396931,0.577829983468198,0.792357667977432,0.7667043183595447,0.7653679653679654,11698
"Siansi, Changhua",0.1852,0.6608,39,49.4,0.7704835880731646,0.6995549904640814,0.6038383324860194,0.43562366536867225,0.32464212678936605,0.295246568378241,0.6117693522906793,0.8231107660455487,0.774180865006553,0.7795079822036116,7728
"Sioushuei, Changhua",0.2145,0.6556,38.0721,52.8,0.7584370414651378,0.6938350153576129,0.6155534822457603,0.4552165888611443,0.29466306087532423,0.3092189145739786,0.5859748029684174,0.8001567836944957,0.760605716878403,0.7724763406940063,17859
"Yongjing, Changhua",0.1963,0.6587,40,52.4,0.7705605908022827,0.69319669797893535,0.5993204983012458,0.45470461990285777,0.304029304029304,0.32417393299678754,0.5923086138732478,0.8015051740357478,0.7702282777578583,0.7733672503549456,17008
"Yuanlin, Changhua",0.2647,0.6491,39,58.4,0.74849744074477,0.6863039399624765,0.6073619631901841,0.4311016203994473,0.30449889608744435,0.31278893383415196,0.6022041261542512,0.7970026240898843,0.7691129785247433,0.7812308093120196,54114
"Changhua, Changhua",0.2759,0.6499,39,58.2,0.7406712416898992,0.6885189789043218,0.6224144483251597,0.4505823927765237,0.3185751330694691,0.3209848429643664,0.5857291765374775,0.7979602831082462,0.7630646631520585,0.775434626067277,107662
"Jhutang, Changhua",0.131,0.71,44.3878,56.3,0.7834094368340944,0.6804992199687987,0.5801915945611866,0.46541546844256093,0.2660021803457405,0.2875529744153194,0.6038274299143864,0.7928208490411408,0.7520399666944213,0.7542148760330578,6101
